sysid,title,article_text,law_group,law_type
oic_39370,กฎกระทรวง ฉบับที่ 15 (พ.ศ. 2542) ออกตามความในพระราชบัญญัติคุ้มครองผู้ประสบภัย จากรถ พ.ศ. 2535,[กฎหมายประกันรถยนต์] 2014-02-25 กฎกระทรวง ฉบับที่ 15 (พ.ศ. 2542) ออกตามความในพระราชบัญญัติคุ้มครองผู้ประสบภัย จากรถ พ.ศ. 2535,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39371,กฎกระทรวง ฉบับที่ 16 (พ.ศ. 2543) ออกตามความในพระราชบัญญัติคุ้มครองผู้ประสบภัยจากรถ พ.ศ. 2535,[กฎหมายประกันรถยนต์] 2014-02-25 กฎกระทรวง ฉบับที่ 16 (พ.ศ. 2543) ออกตามความในพระราชบัญญัติคุ้มครองผู้ประสบภัยจากรถ พ.ศ. 2535,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39372,กำหนดลักษณะและวิธีการติดเครื่องหมายแสดงว่ามีการประกันความเสียหายเบื้องต้น จำนวนเงินค่าเสียหายเบื้องต้นและการร้องขอรับและการจ่ายค่าเสียหายเบื้องต้น พ.ศ. 2547,[กฎหมายประกันรถยนต์] 2014-02-25 กำหนดลักษณะและวิธีการติดเครื่องหมายแสดงว่ามีการประกันความเสียหายเบื้องต้น จำนวนเงินค่าเสียหายเบื้องต้นและการร้องขอรับและการจ่ายค่าเสียหายเบื้องต้น พ.ศ. 2547,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39373,กำหนดจำนวนเงินเอาประกันภัยตามชนิด ประเภท และขนาดของรถ พ.ศ. 2547,[กฎหมายประกันรถยนต์] 2014-02-25 กำหนดจำนวนเงินเอาประกันภัยตามชนิด ประเภท และขนาดของรถ พ.ศ. 2547,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39374,กำหนดอัตรา หลักเกณฑ์ และวิธีการจ่ายเงินสมทบที่บริษัทประกันภัยต้องจ่ายให้แก่กองทุนทดแทนผู้ประสบภัย พ.ศ. 2547 (8 มิ.ย. 47),[กฎหมายประกันรถยนต์] 2014-02-25 กำหนดอัตรา หลักเกณฑ์ และวิธีการจ่ายเงินสมทบที่บริษัทประกันภัยต้องจ่ายให้แก่กองทุนทดแทนผู้ประสบภัย พ.ศ. 2547 (8 มิ.ย. 47),ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39375,กำหนดหลํกเกณฑ์ วิธีการ และเงื่อนไขการร้องขอรับค่าเสียหายเบื้องต้นจากกองทุนและการจ่ายค่าเสียหายเบื้องต้นจากกองทุน พ.ศ. 2552,[กฎหมายประกันรถยนต์] 2014-02-25 กำหนดหลํกเกณฑ์ วิธีการ และเงื่อนไขการร้องขอรับค่าเสียหายเบื้องต้นจากกองทุนและการจ่ายค่าเสียหายเบื้องต้นจากกองทุน พ.ศ. 2552,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39376,กำหนความเสียหายที่จะให้ได้รับค่าเสียหายเบื้องต้น จำนวนเงินค่าเสียหายเบื้องต้นการร้องขอรับและการจ่ายค่าเสียหายเบื้องต้น พ.ศ. 2552,[กฎหมายประกันรถยนต์] 2014-02-25 กำหนความเสียหายที่จะให้ได้รับค่าเสียหายเบื้องต้น จำนวนเงินค่าเสียหายเบื้องต้นการร้องขอรับและการจ่ายค่าเสียหายเบื้องต้น พ.ศ. 2552,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39377,กำหนดจำนวนเงินเอาประกันภัยตามชนิด ประเภท และขนาดของรถ พ.ศ. 2547,[กฎหมายประกันรถยนต์] 2014-02-25 กำหนดจำนวนเงินเอาประกันภัยตามชนิด ประเภท และขนาดของรถ พ.ศ. 2547,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39378,หลักเกณฑ์ การดำเนิน การจัดตั้งบริษัทกลางคุ้มครองผู้ประสบภัยจากรถ จำกัด และระยะเวลาในการเข้าชื่อซื้อหุ้นของบริษัทประกันวินาศภัยที่ได้รับใบอนุญาตให้ประกอบธุรกิจประกันภัยรถ,[กฎหมายประกันรถยนต์] 2014-02-25 หลักเกณฑ์ การดำเนิน การจัดตั้งบริษัทกลางคุ้มครองผู้ประสบภัยจากรถ จำกัด และระยะเวลาในการเข้าชื่อซื้อหุ้นของบริษัทประกันวินาศภัยที่ได้รับใบอนุญาตให้ประกอบธุรกิจประกันภัยรถ,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39379,หลักเกณฑ์ และเงื่อนไขในการยกเว้นให้บุคคลที่เป็นหรือทำหน้าที่กรรมการ ผู้จัดการ หรือบุคคลผู้มีอำนาจในการจัดการของบริษัทวินาศภัยไปเป็นกรรมการ ผู้จัดการ หรือบุคคลผู้มีอำนาจในการจัดการของบริษัทประกันวินาศภ,[กฎหมายประกันรถยนต์] 2014-02-25 หลักเกณฑ์ และเงื่อนไขในการยกเว้นให้บุคคลที่เป็นหรือทำหน้าที่กรรมการ ผู้จัดการ หรือบุคคลผู้มีอำนาจในการจัดการของบริษัทวินาศภัยไปเป็นกรรมการ ผู้จัดการ หรือบุคคลผู้มีอำนาจในการจัดการของบริษัทประกันวินาศภ,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39380,หลักเกณฑ์ และวิธีการรับประกันความเสียหายสำหรับผู้ประสบภัยจากรถ,[กฎหมายประกันรถยนต์] 2014-02-25 หลักเกณฑ์ และวิธีการรับประกันความเสียหายสำหรับผู้ประสบภัยจากรถ,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39381,หลักเกณฑ์วิธีจ่าย และระยะเวลาการจ่ายค่าสินไหมทดแทนนอกเหนือจากค่าเสียหาย เบื้องต้น,[กฎหมายประกันรถยนต์] 2014-02-25 หลักเกณฑ์วิธีจ่าย และระยะเวลาการจ่ายค่าสินไหมทดแทนนอกเหนือจากค่าเสียหาย เบื้องต้น,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39382,หลักเกณฑ์และวิธีการจ่ายเงินสมทบเพื่อเป็นค่าใช้จ่าย ของบริษัทกลางคุ้มครองผู้ประสบภัยจากรถ จำกัด,[กฎหมายประกันรถยนต์] 2014-02-25 หลักเกณฑ์และวิธีการจ่ายเงินสมทบเพื่อเป็นค่าใช้จ่าย ของบริษัทกลางคุ้มครองผู้ประสบภัยจากรถ จำกัด,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39383,หลัก เกณฑ์ วิธีการและเงื่อนไขในการเก็บเบี้ยประกันภัยสำหรับการประกันภัยรถยนต์ พ.ศ. 2555,[กฎหมายประกันรถยนต์] 2014-02-25 หลัก เกณฑ์ วิธีการและเงื่อนไขในการเก็บเบี้ยประกันภัยสำหรับการประกันภัยรถยนต์ พ.ศ. 2555,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39384,หลัก เกณฑ์ วิธีการและเงื่อนไขในการเก็บเบี้ยประกันภัยสำหรับการประกันภัยรถยนต์ พ.ศ. 2551,[กฎหมายประกันรถยนต์] 2014-02-25 หลัก เกณฑ์ วิธีการและเงื่อนไขในการเก็บเบี้ยประกันภัยสำหรับการประกันภัยรถยนต์ พ.ศ. 2551,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39385,แต่งตั้งอู่กลางของการประกันภัย,[กฎหมายประกันรถยนต์] 2014-02-25 แต่งตั้งอู่กลางของการประกันภัย,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39386,มอบหมายให้เป็นนายทะเบียนเปรียบเทียบความผิดตามพระราชบัญญัติคุ้มครองผู้ประสบภัยจากรถ พ.ศ. 2535 ที่มีโทษปรับสถานเดียว (ฉบับที่ 2),[กฎหมายประกันรถยนต์] 2014-02-25 มอบหมายให้เป็นนายทะเบียนเปรียบเทียบความผิดตามพระราชบัญญัติคุ้มครองผู้ประสบภัยจากรถ พ.ศ. 2535 ที่มีโทษปรับสถานเดียว (ฉบับที่ 2),ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39387,มอบหมายให้เป็นนายทะเบียน ตามพระราชบัญญัติคุ้มครองผู้ประสบภัยจากรถ พ.ศ. 2535,[กฎหมายประกันรถยนต์] 2014-02-25 มอบหมายให้เป็นนายทะเบียน ตามพระราชบัญญัติคุ้มครองผู้ประสบภัยจากรถ พ.ศ. 2535,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39388,แต่งตั้งอู่กลางการประกันภัยและอนุญาตให้ใช้เครื่องหมายอู่กลางการประกันภัย,[กฎหมายประกันรถยนต์] 2014-02-25 แต่งตั้งอู่กลางการประกันภัยและอนุญาตให้ใช้เครื่องหมายอู่กลางการประกันภัย,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39389,แต่งตั้งอู่กลางการประกันภัยและอนุญาตให้ใช้เครื่องหมายอู่กลางการประกันภัย ปี 2548 รุ่นที่ 1,[กฎหมายประกันรถยนต์] 2014-02-25 แต่งตั้งอู่กลางการประกันภัยและอนุญาตให้ใช้เครื่องหมายอู่กลางการประกันภัย ปี 2548 รุ่นที่ 1,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39390,แต่งตั้งอู่กลางการประกันภัยและอนุญาตให้ใช้เครื่องหมายอู่กลางการประกันภัย ปี 2548 รุ่นที่ 2,[กฎหมายประกันรถยนต์] 2014-02-25 แต่งตั้งอู่กลางการประกันภัยและอนุญาตให้ใช้เครื่องหมายอู่กลางการประกันภัย ปี 2548 รุ่นที่ 2,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39391,หลักเกณฑ์การให้ความเห็นชอบแบบและข้อความการจ่ายผลประโยชน์ตามกรมธรรม์ประกันภัย และอัตราเบี้ยประกันภัย (ฉบับที่ 2),[กฎหมายประกันรถยนต์] 2014-02-25 หลักเกณฑ์การให้ความเห็นชอบแบบและข้อความการจ่ายผลประโยชน์ตามกรมธรรม์ประกันภัย และอัตราเบี้ยประกันภัย (ฉบับที่ 2),ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39392,กำหนดหลักเกณฑ์ วิธีการและเงื่อนไขการขอใบรับรองมาตรฐานการให้บริการผ่านระบบสินไหมอัตโนมัติ (E-Claim) พ.ศ.2556,[กฎหมายประกันรถยนต์] 2014-02-25 กำหนดหลักเกณฑ์ วิธีการและเงื่อนไขการขอใบรับรองมาตรฐานการให้บริการผ่านระบบสินไหมอัตโนมัติ (E-Claim) พ.ศ.2556,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39393,ประกาศ ณ วันที่	สถานะ	เอกสาร 1	 ที่ 134/2554 เรื่องมอบหมายให้พนักงานเป็นนายทะเบียนตามพระราชบัญญัติคุ้มครองผู้ประสบภัยจากรถ พ.ศ. 2535,[กฎหมายประกันรถยนต์] 2014-02-25 ประกาศ ณ วันที่	สถานะ	เอกสาร 1	 ที่ 134/2554 เรื่องมอบหมายให้พนักงานเป็นนายทะเบียนตามพระราชบัญญัติคุ้มครองผู้ประสบภัยจากรถ พ.ศ. 2535,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39394,ว่าด้วยขอบเขต และเงื่อนไขในการพิจารณาไม่ฟ้องร้องไล่เบี้ย หรือเรียกเงินคืนกองทุน ทดแทนผู้ประสบภัย พ.ศ. 2540,[กฎหมายประกันรถยนต์] 2014-02-25 ว่าด้วยขอบเขต และเงื่อนไขในการพิจารณาไม่ฟ้องร้องไล่เบี้ย หรือเรียกเงินคืนกองทุน ทดแทนผู้ประสบภัย พ.ศ. 2540,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39395,ว่าด้วยการประนีประนอมยอมความในศาล สำหรับผู้ที่ต้องชำระเงินคืนกองทุนทดแทน ผู้ประสบภัยจากรถ พ.ศ. 2540,[กฎหมายประกันรถยนต์] 2014-02-25 ว่าด้วยการประนีประนอมยอมความในศาล สำหรับผู้ที่ต้องชำระเงินคืนกองทุนทดแทน ผู้ประสบภัยจากรถ พ.ศ. 2540,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39396,ว่าด้วยการใช้มาตรการบังคับทางปกครองโดยการยึดหรืออายัดและขายทอดตลาดทรัพย์สินตามพระราชบัญญัติคุ้มครองผู้ประสบภัยจากรถ พ.ศ. 2535 พ.ศ.2551,[กฎหมายประกันรถยนต์] 2014-02-25 ว่าด้วยการใช้มาตรการบังคับทางปกครองโดยการยึดหรืออายัดและขายทอดตลาดทรัพย์สินตามพระราชบัญญัติคุ้มครองผู้ประสบภัยจากรถ พ.ศ. 2535 พ.ศ.2551,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39397,ว่าด้วยการเบิกจ่าย การเก็บรักษา การจัดการกองทุน และค่าใช้จ่ายในการดำเนินงาน ของกองทุนทดแทนผู้ประสบภัย พ.ศ. 2552,[กฎหมายประกันรถยนต์] 2014-02-25 ว่าด้วยการเบิกจ่าย การเก็บรักษา การจัดการกองทุน และค่าใช้จ่ายในการดำเนินงาน ของกองทุนทดแทนผู้ประสบภัย พ.ศ. 2552,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39398,ว่าด้วยการเบิกจ่าย การเก็บรักษา การจัดการกองทุน และค่าใช้จ่ายในการดำเนินงาน ของกองทุนทดแทนผู้ประสบภัย (ฉบับที่2) พ.ศ. 2554,[กฎหมายประกันรถยนต์] 2014-02-25 ว่าด้วยการเบิกจ่าย การเก็บรักษา การจัดการกองทุน และค่าใช้จ่ายในการดำเนินงาน ของกองทุนทดแทนผู้ประสบภัย (ฉบับที่2) พ.ศ. 2554,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39399,ว่าด้วยการพิจารณาจำหน่ายลูกหนี้กองทุนทดแทนผู้ประสบภัยออกจากบัญชีหนี้สูญ พ.ศ. 2552,[กฎหมายประกันรถยนต์] 2014-02-25 ว่าด้วยการพิจารณาจำหน่ายลูกหนี้กองทุนทดแทนผู้ประสบภัยออกจากบัญชีหนี้สูญ พ.ศ. 2552,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39400,หลักเกณฑ์ วิธีการ และเงื่อนไขการให้ความเห็นชอบเป็นผู้สอบบัญชีรับอนุญาต ของบริษัทประกันภัย,[กฎหมายประกันรถยนต์] 2014-02-25 หลักเกณฑ์ วิธีการ และเงื่อนไขการให้ความเห็นชอบเป็นผู้สอบบัญชีรับอนุญาต ของบริษัทประกันภัย,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39401,ให้บริษัทรายงานการรับประกันภัยรถ ตามพรบ. คุ้มครองผู้ประสบภัยจากรถ พ.ศ. 2535,[กฎหมายประกันรถยนต์] 2014-02-25 ให้บริษัทรายงานการรับประกันภัยรถ ตามพรบ. คุ้มครองผู้ประสบภัยจากรถ พ.ศ. 2535,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39402,ขยายระยะเวลาผ่อนผันการรายงานการรับประกันภัยรถตามพระราชบัญญัติคุ้มครองผู้ประสบภัยจากรถ พ.ศ.2535,[กฎหมายประกันรถยนต์] 2014-02-25 ขยายระยะเวลาผ่อนผันการรายงานการรับประกันภัยรถตามพระราชบัญญัติคุ้มครองผู้ประสบภัยจากรถ พ.ศ.2535,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39403,กำหนดแบบคำร้องขอรับค่าเสียหายเบื้องต้นจากบริษัท,[กฎหมายประกันรถยนต์] 2014-02-25 กำหนดแบบคำร้องขอรับค่าเสียหายเบื้องต้นจากบริษัท,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39404,กำหนดแบบคำร้องขอรับค่าเสียหายเบื้องต้นจากกองทุน,[กฎหมายประกันรถยนต์] 2014-02-25 กำหนดแบบคำร้องขอรับค่าเสียหายเบื้องต้นจากกองทุน,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39405,ให้บริษัทรายงานการรับประกันภัยรถตาม พระราชบัญญัติคุ้มครองผู้ประสบภัยจากรถ พ.ศ.2535,[กฎหมายประกันรถยนต์] 2014-02-25 ให้บริษัทรายงานการรับประกันภัยรถตาม พระราชบัญญัติคุ้มครองผู้ประสบภัยจากรถ พ.ศ.2535,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39406,ที่ 32/2555 เรื่อง กำหนดอัตราเบี้ยประกันภัยสำหรับผู้เอาประกันภัยโดยตรงกับบริษัทประกันวินาศภัย,[กฎหมายประกันรถยนต์] 2014-02-25 ที่ 32/2555 เรื่อง กำหนดอัตราเบี้ยประกันภัยสำหรับผู้เอาประกันภัยโดยตรงกับบริษัทประกันวินาศภัย,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39407,ที่ 27/2554 เรื่อง ให้แก้ไขแบบ ข้อความกรมธรรม์ประกันภัยรถยนต์ กรมธรรม์ประกันภัยรถยนต์รวมการคุ้มครองผู้ประสบภัยจากรถ และพิกัดอัตราเบี้ยประกันภัยรถยนต์,[กฎหมายประกันรถยนต์] 2014-02-25 ที่ 27/2554 เรื่อง ให้แก้ไขแบบ ข้อความกรมธรรม์ประกันภัยรถยนต์ กรมธรรม์ประกันภัยรถยนต์รวมการคุ้มครองผู้ประสบภัยจากรถ และพิกัดอัตราเบี้ยประกันภัยรถยนต์,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39408,ที่ 4/2554 เรื่อง กำหนดแบบ ข้อความและอัตราเบี้ยประกันภัยกรมธรรม์ประกันภัยชดเชยรายได้ระหว่างรักษาตัวในโรงพยาบาล สำหรับโครงการสินเชื่อแท็กซี่ไทยเข้มแข็ง,[กฎหมายประกันรถยนต์] 2014-02-25 ที่ 4/2554 เรื่อง กำหนดแบบ ข้อความและอัตราเบี้ยประกันภัยกรมธรรม์ประกันภัยชดเชยรายได้ระหว่างรักษาตัวในโรงพยาบาล สำหรับโครงการสินเชื่อแท็กซี่ไทยเข้มแข็ง,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39409,ที่ 2/2554 เรื่อง ให้แก้ไขเพิ่มเติมพิกัดอัตราเบี้ยประกันภัยรถยนต์และตารางอัตราเบี้ยประกันภัยรถยนต์ภาคสมัครใจสำหรับรถยนต์ลากจูง (รหัส 420),[กฎหมายประกันรถยนต์] 2014-02-25 ที่ 2/2554 เรื่อง ให้แก้ไขเพิ่มเติมพิกัดอัตราเบี้ยประกันภัยรถยนต์และตารางอัตราเบี้ยประกันภัยรถยนต์ภาคสมัครใจสำหรับรถยนต์ลากจูง (รหัส 420),ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39410,ที่ 38/2552 ให้ใช้เอกสารแนบท้ายกรมธรรม์ประกันภัยคุ้มครองผู้ประสบภัยจากรถและกรมธรรม์ประกันภัยรถยนต์รวมความคุ้มครองผู้ประสบภัยจากรถ,[กฎหมายประกันรถยนต์] 2014-02-25 ที่ 38/2552 ให้ใช้เอกสารแนบท้ายกรมธรรม์ประกันภัยคุ้มครองผู้ประสบภัยจากรถและกรมธรรม์ประกันภัยรถยนต์รวมความคุ้มครองผู้ประสบภัยจากรถ,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39411,ที่ 37/2552 ให้แก้ไขพิกัดอัตราเบี้ยประกันภัยรถยนต์,[กฎหมายประกันรถยนต์] 2014-02-25 ที่ 37/2552 ให้แก้ไขพิกัดอัตราเบี้ยประกันภัยรถยนต์,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39412,ที่ 28/2552 ให้แก้ไขแบบ ข้อความกรมธรรม์ประกันภัยคุ้มครองผู้ประสบภัยจากรถ กรมธรรม์ประกันภัยรถยนต์และกรมธรรม์ประกันภัยรถยนต์รวมความคุ้มครองผู้ประสบภัยจากรถ,[กฎหมายประกันรถยนต์] 2014-02-25 ที่ 28/2552 ให้แก้ไขแบบ ข้อความกรมธรรม์ประกันภัยคุ้มครองผู้ประสบภัยจากรถ กรมธรรม์ประกันภัยรถยนต์และกรมธรรม์ประกันภัยรถยนต์รวมความคุ้มครองผู้ประสบภัยจากรถ,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39413,ที่ 27/2552 ให้แก้ไขแบบ ข้อความกรมธรรม์ประกันภัยคุ้มครองผู้ประสบภัยจากรถ และกรมธรรม์ประกันภัยรวมความคุ้มครองผู้ประสบภัย,[กฎหมายประกันรถยนต์] 2014-02-25 ที่ 27/2552 ให้แก้ไขแบบ ข้อความกรมธรรม์ประกันภัยคุ้มครองผู้ประสบภัยจากรถ และกรมธรรม์ประกันภัยรวมความคุ้มครองผู้ประสบภัย,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39414,ที่ 18/2552 ให้ใช้อัตราเบี้ยประกันภัยรถยนต์ภาคสมัครใจ สำหรับรถยนต์ที่ใช้แก๊สธรรมชาติเป็นเชื้อเพลิง,[กฎหมายประกันรถยนต์] 2014-02-25 ที่ 18/2552 ให้ใช้อัตราเบี้ยประกันภัยรถยนต์ภาคสมัครใจ สำหรับรถยนต์ที่ใช้แก๊สธรรมชาติเป็นเชื้อเพลิง,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39415,ที่ 11/2552 ให้ใช้คู่มือตีความกรมธรรม์คุ้มครองผู้ประสบภัยจากรถ คู่มือตีความกรมธรรม์ประกันภัยรถยนต์ กรมธรรม์ประกันภัยรถยนต์รวม การคุ้มครองผู้ประสบภัยจากรถ และให้แก้ไขข้อความกรมธรรม์ประกันภัยรถยนต์รวมกา,[กฎหมายประกันรถยนต์] 2014-02-25 ที่ 11/2552 ให้ใช้คู่มือตีความกรมธรรม์คุ้มครองผู้ประสบภัยจากรถ คู่มือตีความกรมธรรม์ประกันภัยรถยนต์ กรมธรรม์ประกันภัยรถยนต์รวม การคุ้มครองผู้ประสบภัยจากรถ และให้แก้ไขข้อความกรมธรรม์ประกันภัยรถยนต์รวมกา,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
oic_39416,ที่ 37/2551 ให้ใช้แบบ ข้อความเอกสารแนบท้ายกรมธรรม์ประกันภัยและแก้ไขเพิ่มเติม พิกัดอัตราเบี้ยประกันภัยรถยนต์,[กฎหมายประกันรถยนต์] 2014-02-25 ที่ 37/2551 ให้ใช้แบบ ข้อความเอกสารแนบท้ายกรมธรรม์ประกันภัยและแก้ไขเพิ่มเติม พิกัดอัตราเบี้ยประกันภัยรถยนต์,ประกันภัย,กฎหมายคุ้มครองผู้ประสบภัยจากรถ
