sysid,title,article_text,law_group,law_type
kris_ก0035-1B-0001,พระราชบัญญัติการเลือกตั้งสมาชิกสภาเทศบาล พุทธศักราช 2482 (ยกเลิก),"[10/11/2482] พระราชบัญญัติการเลือกตั้งสมาชิกสภาเทศบาล พุทธศักราช 2482 (ยกเลิก)
พระราชบัญญัติการเลือกตั้งสมาชิกสภาเทศบาล (ฉบับที่ ๑๐) พ.ศ. ๒๕๔๑ ในพระปรมาภิไธยสมเด็จพระเจ้าอยู่หัวอานันทมหิดล คณะผู้สำเร็จราชการแทนพระองค์ (ตามประกาศประธานสภาผู้แทนราษฎร ลงวันที่ 4 สิงหาคม พุทธศักราช ๒๔๘๐) อาทิ",กฎหมายทั่วไป,พระราชบัญญัติ
kris_กง005-1B-0001,พระราชบัญญัติกู้เงินช่วยชาติ พุทธศักราช 2483,"[1/1/2484] พระราชบัญญัติกู้เงินช่วยชาติ พุทธศักราช 2483
พระราชบัญญัติ กู้เงินช่วยชาติ พุทธศักราช ๒๔๘๓ ในพระปรมาภิไธยสมเด็จพระเจ้าอยู่หัวอานันทมหิดล คณะผู้สำเร็จราชการแทนพระองค์ (ตามประกาศประธานสภาผู้แทนราษฎร ลงวันที่ ๔ สิงหาคม พุทธศักราช ๒๔๘๐) อาทิตย์ทิพอาภา พล.อ. พ",กฎหมายทั่วไป,พระราชบัญญัติ
kris_ก0043-1B-0001,พระราชบัญญัติกำหนดหน้าที่ของคนไทยในเวลารบ พุทธศักราช 2484,"[11/9/2484] พระราชบัญญัติกำหนดหน้าที่ของคนไทยในเวลารบ พุทธศักราช 2484
พระราชบัญญัติ กำหนดหน้าที่ของคนไทยในเวลารบ พุทธศักราช ๒๔๘๔ ในพระปรมาภิไธยสมเด็จพระเจ้าอยู่หัวอานันทมหิดล คณะผู้สำเร็จราชการแทนพระองค์ (ตามประกาศประธานสภาผู้แทนราษฎร ลงวันที่ ๔ สิงหาคม พุทธศักราช ๒๔๘๐) อาทิตย์ทิ",กฎหมายทั่วไป,พระราชบัญญัติ
kris_ก0029-1B-0001,พระราชบัญญัติการพิมพ์ พุทธศักราช 2484 (ยกเลิก),"[30/9/2484] พระราชบัญญัติการพิมพ์ พุทธศักราช 2484 (ยกเลิก)
คำสั่งของคณะปฏิรูปการปกครองแผ่นดิน ฉบับที่ ๔๒ ลงวันที่ ๒๑ ตุลาคม พ.ศ. ๒๕๑๙ ในพระปรมาภิไธยสมเด็จพระเจ้าอยู่หัวอานันทมหิดล คณะผู้สำเร็จราชการแทนพระองค์ (ตามประกาศประธานสภาผู้แทนราษฎร ลงวันที่ ๔ สิงหาคม พุทธศักราช",กฎหมายทั่วไป,พระราชบัญญัติ
kris_ก0014-1B-0005,พระราชบัญญัติการชลประทานหลวง พุทธศักราช 2485,"[22/9/2485] พระราชบัญญัติการชลประทานหลวง พุทธศักราช 2485
พระราชบัญญัติว่าด้วยการปรับเป็นพินัย พ.ศ. ๒๕๖๕ พระราชบัญญัติการชลประทานหลวง (ฉบับที่ ๒) พ.ศ. ๒๔๙๗ พระราชบัญญัติการชลประทานหลวง (ฉบับที่ ๓) พ.ศ. ๒๕๐๗   พระราชบัญญัติการชลประทานหลวง (ฉบับที่ ๔) พ.ศ. ๒๕๑๘ พระราชบั",กฎหมายทั่วไป,พระราชบัญญัติ
kris_กง006-1B-0001,พระราชบัญญัติกู้เงินเพื่อความมั่นคงแห่งเงินตราและการอื่น ๆ พุทธศักราช 2485,"[13/10/2485] พระราชบัญญัติกู้เงินเพื่อความมั่นคงแห่งเงินตราและการอื่น ๆ พุทธศักราช 2485
พระราชบัญญัติ กู้เงินเพื่อความมั่นคงแห่งเงินตราและการอื่น ๆ พุทธสักราช ๒๔๘๕ ในพระปรมาภิไธยสมเด็จพระเจ้าอยู่หัวอานันทมหิดล คณะผู้สำเร็จราชการแทนพระองค์ (ตามประกาศประธานสภาผู้แทนราษฎร ลงวันที่ ๔ สิงหาคม พุทธศักรา",กฎหมายทั่วไป,พระราชบัญญัติ
kris_กง007-1B-0001,พระราชบัญญัติกู้เงินในประเทศ พุทธศักราช 2485,"[20/10/2485] พระราชบัญญัติกู้เงินในประเทศ พุทธศักราช 2485
พระราชบัญญัติ กู้เงินไนประเทส พุทธสักราช ๒๔๘๕ ในพระปรมาภิไธยสมเด็จพระเจ้าอยู่หัวอานันทมหิดล คณะผู้สำเร็จราชการแทนพระองค์ (ตามประกาศประธานสภาผู้แทนราษฎร ลงวันที่ ๔ สิงหาคม พุทธศักราช ๒๔๘๐ และวันที่ ๑๖ ธันวาคม พุ",กฎหมายทั่วไป,พระราชบัญญัติ
kris_กง008-1B-0001,พระราชบัญญัติกู้เงินในประเทศ พุทธศักราช 2487,"[10/9/2487] พระราชบัญญัติกู้เงินในประเทศ พุทธศักราช 2487
พระราชบัญญัติ กู้เงินไนประเทส พุทธสักราช ๒๔๘๗ ในพระปรมาภิไธยสมเด็จพระเจ้าอยู่หัวอานันทมหิดล ผู้สำเร็จราชการแทนพระองค์ (ตามประกาศประธานสภาผู้แทนราษฎร ลงวันที่ ๑ สิงหาคม พุทธศักราช ๒๔๘๗) ปรีดี พนมยงค์ ตราไว้ ณ วั",กฎหมายทั่วไป,พระราชบัญญัติ
kris_ก0084-1B-0001,พระราชบัญญัติกำหนดวิธีปฏิบัติแก่บุคคลซึ่งเผยแพร่ข่าวอันเป็นการทำให้เสียสัมพันธไมตรีระหว่างประเทศไทยกับประเทศที่มีสนธิสัญญาทางไมตรีกับประเทศไทยในภาวะสงคราม พุทธศักราช 2488 (ยกเลิก),"[14/8/2488] พระราชบัญญัติกำหนดวิธีปฏิบัติแก่บุคคลซึ่งเผยแพร่ข่าวอันเป็นการทำให้เสียสัมพันธไมตรีระหว่างประเทศไทยกับประเทศที่มีสนธิสัญญาทางไมตรีกับประเทศไทยในภาวะสงคราม พุทธศักราช 2488 (ยกเลิก)
พระราชบัญญัติกำหนดวิธีปฏิบัติแก่บุคคลซึ่งเผยแพร่ข่าวอันเป็นการทำให้เสียสัมพันธไมตรี ระหว่างประเทศไทยกับประเทศที่มีสนธิสัญญาทางไมตรีกับประเทศไทยในภาวะสงครามพุทธศักราช ๒๔๘๘ (ยกเลิก) ในพระปรมาภิไธยสมเด็จพระเจ้าอยู",กฎหมายทั่วไป,พระราชบัญญัติ
kris_กง009-1B-0001,พระราชบัญญัติกู้เงินในประเทศ พุทธศักราช 2488,"[9/10/2488] พระราชบัญญัติกู้เงินในประเทศ พุทธศักราช 2488
พระราชบัญญัติ กู้เงินในประเทศ พุทธศักราช ๒๔๘๘ ในพระปรมาภิไธยสมเด็จพระเจ้าอยู่หัวอานันทมหิดล ผู้สำเร็จราชการแทนพระองค์ (ตามประกาศประธานสภาผู้แทนราษฎร ลงวันที่ ๒๐ กันยายน พุทธศักราช ๒๔๘๘) ปรีดี พนมยงค์ ตราไว้ ณ ว",กฎหมายทั่วไป,พระราชบัญญัติ
kris_ยล058-1B-0001,พระราชบัญญัติการธนาคารพาณิชย์ พุทธศักราช 2488 (ยกเลิก),"[16/10/2488] พระราชบัญญัติการธนาคารพาณิชย์ พุทธศักราช 2488 (ยกเลิก)
พระราชบัญญัติ การธนาคารพาณิชย์ พุทธศักราช ๒๔๘๘ (ยกเลิก) โปรดดูรายละเอียดของกฎหมายที่เว็บไซต์ราชกิจจานุเบกษา https://ratchakitcha.soc.go.th/",กฎหมายทั่วไป,พระราชบัญญัติ
kris_กง010-1B-0001,พระราชบัญญัติกู้เงินในประเทศ พุทธศักราช 2489,"[5/4/2489] พระราชบัญญัติกู้เงินในประเทศ พุทธศักราช 2489
พระราชบัญญัติ กู้เงินในประเทศ พุทธศักราช ๒๔๘๙ อานันทมหิดล ตราไว้ ณ วันที่ ๕ เมษายน พุทธศักราช ๒๔๘๙ เป็นปีที่ ๑๓ ในรัชกาลปัจจุบัน สมเด็จพระเจ้าอยู่หัวอานันทมหิดล มีพระบรมราชโองการโปรดเกล้าฯ ให้ประกาศว่า โดยที่เป",กฎหมายทั่วไป,พระราชบัญญัติ
kris_ก0012-1B-0001,พระราชบัญญัติการค้าข้าว พุทธศักราช 2489,"[9/5/2489] พระราชบัญญัติการค้าข้าว พุทธศักราช 2489
พระราชบัญญัติ การค้าข้าว พุทธศักราช ๒๔๘๙ พระราชบัญญัติการค้าข้าว (ฉบับที่ ๒) พ.ศ. ๒๔๘๙ อานันทมหิดล ตราไว้ ณ วันที่ ๘ พฤษภาคม พุทธศักราช ๒๔๘๙ เป็นปีที่ ๑๓ ในรัชกาลปัจจุบัน สมเด็จพระเจ้าอยู่หัวอานันทมหิดล มีพระบร",กฎหมายทั่วไป,พระราชบัญญัติ
kris_กง011-1B-0001,พระราชบัญญัติกู้เงินเพื่อการบูรณะประเทศ พ.ศ. 2489,"[28/9/2489] พระราชบัญญัติกู้เงินเพื่อการบูรณะประเทศ พ.ศ. 2489
พระราชบัญญัติ กู้เงินเพื่อการบูรณะประเทศ พ.ศ. ๒๔๘๙ ในพระปรมาภิไธยสมเด็จพระเจ้าอยู่หัวภูมิพลอดุลยเดช คณะผู้สำเร็จราชการแทนพระองค์ รังสิต กรมขุนชัยนาทนเรนทร พระยามานวราชเสวี ให้ไว้ ณ วันที่ ๒๘ กันยายน พ.ศ. ๒๔๘๙ เ",กฎหมายทั่วไป,พระราชบัญญัติ
kris_กง012-1B-0001,พระราชบัญญัติกู้เงินในประเทศ (ฉบับที่ 2) พ.ศ. 2489,"[26/11/2489] พระราชบัญญัติกู้เงินในประเทศ (ฉบับที่ 2) พ.ศ. 2489
พระราชบัญญัติ กู้เงินในประเทศ (ฉะบับที่ ๒) พ.ศ. ๒๔๘๙ ในพระปรมาภิไธยสมเด็จพระเจ้าอยู่หัวภูมิพลอดุลยเดช คณะผู้สำเร็จราชการแทนพระองค์ รังสิต กรมขุนชัยนาทนเรนทร พระยามานวราชเสวี ให้ไว้ ณ วันที่ ๒๕ พฤศจิกายน พ.ศ. ๒๔",กฎหมายทั่วไป,พระราชบัญญัติ
kris_ก0201-1B-0006,พระราชบัญญัติการประมง พ.ศ. 2490 (ยกเลิก),"[14/1/2490] พระราชบัญญัติการประมง พ.ศ. 2490 (ยกเลิก)
ประกาศของคณะปฏิวัติ ฉบับที่ ๑๐๕ ลงวันที่ ๒๔ มีนาคม ๒๕๑๕ พระราชบัญญัติการประมง (ฉบับที่ ๒) พ.ศ. ๒๔๙๖ พระราชบัญญัติการประมง (ฉบับที่ ๓) พ.ศ. ๒๕๒๘ ในพระปรมาภิไธยสมเด็จพระเจ้าอยู่หัวภูมิพลอดุลยเดช คณะผู้สำเร็จราชกา",กฎหมายทั่วไป,พระราชบัญญัติ
kris_ยล219-1B-0001,พระราชบัญญัติกำหนดวิธีพิจารณาลงโทษข้าราชการและพนักงานเทศบาลผู้กระทำผิดหน้าที่หรือหย่อนความสามารถ พ.ศ. 2490 (ยกเลิก),"[23/8/2490] พระราชบัญญัติกำหนดวิธีพิจารณาลงโทษข้าราชการและพนักงานเทศบาลผู้กระทำผิดหน้าที่หรือหย่อนความสามารถ พ.ศ. 2490 (ยกเลิก)
พระราชบัญญัติ กำหนดวิธีพิจารณาลงโทษข้าราชการ และพนักงานเทศบาลผู้กระทำผิดหน้าที่ หรือหย่อนความสามารถ พ.ศ. ๒๔๙๐ และที่แก้ไขเพิ่มเติม (ยกเลิก) โปรดดูรายละเอียดของกฎหมาย ที่เว็บไซต์ราชกิจจานุเบกษา https://ratchakit",กฎหมายทั่วไป,พระราชบัญญัติ
kris_ก0081-1B-0001,พระราชบัญญัติกำหนดวิธีการระงับการค้ากำไรเกินสมควรจากราชการ พ.ศ. 2491 (ยกเลิก),"[10/2/2491] พระราชบัญญัติกำหนดวิธีการระงับการค้ากำไรเกินสมควรจากราชการ พ.ศ. 2491 (ยกเลิก)
พระราชบัญญัติ กำหนดวิธีการระงับการค้ากำไร เกินสมควรจากราชการ พ.ศ. ๒๔๙๑ (ยกเลิก) ในพระปรมาภิไธยสมเด็จพระเจ้าอยู่หัวภูมิพลอดุลยเดช คณะอภิรัฐมนตรี ในหน้าที่คณะผู้สำเร็จราชการแทนพระองค์ รังสิต กรมขุนชัยนาทนเรนทร อล",กฎหมายทั่วไป,พระราชบัญญัติ
kris_กง013-1B-0001,พระราชบัญญัติกู้เงิน พ.ศ. 2492,"[15/3/2492] พระราชบัญญัติกู้เงิน พ.ศ. 2492
พระราชบัญญัติ กู้เงิน พ.ศ. ๒๔๙๒ ในพระปรมาภิไธยสมเด็จพระเจ้าอยู่หัวภูมิพลอดุลยเดช คณะอภิรัฐมนตรี ในหน้าที่คณะผู้สำเร็จราชการแทนพระองค์ รังสิต กรมขุนชัยนาทนเรนทร อลงกฏ ธานีนิวัติ มานวราชเสวี อดุลเดชจรัส ให้ไว้ ณ",กฎหมายทั่วไป,พระราชบัญญัติ
kris_ก0018-1B-0001,พระราชบัญญัติการทะเบียนคนต่างด้าว พ.ศ. 2493,"[14/11/2493] พระราชบัญญัติการทะเบียนคนต่างด้าว พ.ศ. 2493
พระราชบัญญัติ การทะเบียนคนต่างด้าว พ.ศ. ๒๔๙๓ พระราชบัญญัติการทะเบียนคนต่างด้าว (ฉบับที่ ๒) พ.ศ. ๒๔๙๕ พระราชบัญญัติการทะเบียนคนต่างด้าว (ฉบับที่ ๓) พ.ศ. ๒๔๙๗ ในพระปรมาภิไธย พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเด",กฎหมายทั่วไป,พระราชบัญญัติ
kris_ยล066-1B-0001,พระราชบัญญัติการขายยา พ.ศ. 2493 (ยกเลิก),"[26/12/2493] พระราชบัญญัติการขายยา พ.ศ. 2493 (ยกเลิก)
พระราชบัญญัติ การขายยา พ.ศ. ๒๔๙๓ และที่แก้ไขเพิ่มเติม (ยกเลิก) โปรดดูรายละเอียดของกฎหมายที่เว็บไซต์ราชกิจจานุเบกษา https://ratchakitcha.soc.go.th/",กฎหมายทั่วไป,พระราชบัญญัติ
kris_กง014-1B-0001,พระราชบัญญัติกู้เงิน พ.ศ. 2494,"[10/1/2494] พระราชบัญญัติกู้เงิน พ.ศ. 2494
พระราชบัญญัติ กู้เงิน พ.ศ. ๒๔๙๔ ในพระปรมาภิไธย พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช รังสิต กรมพระชัยนาทนเรนทร ผู้สำเร็จราชการแทนพระองค์ ให้ไว้ ณ วันที่ ๑๐ มกราคม พ.ศ. ๒๔๙๔ เป็นปีที่ ๖ ในรัชกาลปัจจุบัน โดยที่",กฎหมายทั่วไป,พระราชบัญญัติ
